PLANT CODE,CATEGORY MAIN,SKU CODE,WAREHOUSE_CUSTOMER,ROUTE,SUPPLIED_CASES,MAX_PRODUCTION_CAPACITY,PRODUCTION COST (INR/CASE),TOTAL_PRODUCTION_COST,TOTAL_FREIGHT_COST,TOTAL_COST
IyeJmVJkwZvSLhso,gyrDOxkxwnQrSRPe,aAWdpvAOYkDayebQ,FaHVdJBLEGXlSLlU,QkwvjXHVEulRHFGE,0.37194837,8870.4,67.5,25.106514975,10827.863051654078,10852.969566629077
IyeJmVJkwZvSLhso,gyrDOxkxwnQrSRPe,gDEVqaJNJHtEKCxQ,FaHVdJBLEGXlSLlU,QkwvjXHVEulRHFGE,0.24796558,8870.4,67.5,16.73767665,10827.863051654078,10844.600728304078
TlklqLlSrqYqbTVz,OhbVrpoiVgRVIfLB,pSPLHiHIpyYDacLD,FaHVdJBLEGXlSLlU,QkwvjXHVEulRHFGE,7.58803,178640.0,67.5,512.192025,14626.549414158835,15138.741439158835
mvoHTtCmjqjdSwDd,MeyyMDHqJaRUhRIW,PVjXJdoewgOkkVBu,FaHVdJBLEGXlSLlU,rEmjyqmwotFfZVpE,0.92080763,85000.0,60.0,55.2484578,25746.067055330714,25801.315513130714
mvoHTtCmjqjdSwDd,MeyyMDHqJaRUhRIW,PYHfSYCDlLPPlwDH,FaHVdJBLEGXlSLlU,rEmjyqmwotFfZVpE,0.31165797,85000.0,60.0,18.6994782,25746.067055330714,25764.766533530714
TlklqLlSrqYqbTVz,CLrZaWZkSBvrjnWv,WKeEJmwUAmPyrcOO,FaHVdJBLEGXlSLlU,QkwvjXHVEulRHFGE,0.76623352,21781.25,144.0,110.33762688,14626.549414158835,14736.887041038835
TlklqLlSrqYqbTVz,CLrZaWZkSBvrjnWv,GeuNDIbaUDPJyhBM,FaHVdJBLEGXlSLlU,QkwvjXHVEulRHFGE,0.30649341,21781.25,144.0,44.13505104,14626.549414158835,14670.684465198836
mvoHTtCmjqjdSwDd,MeyyMDHqJaRUhRIW,rsFmksvChKvxrKWB,FaHVdJBLEGXlSLlU,rEmjyqmwotFfZVpE,0.16999525,85000.0,60.0,10.199715,25746.067055330714,25756.266770330712
mvoHTtCmjqjdSwDd,MeyyMDHqJaRUhRIW,IqEkDRzcqeUlIfEF,FaHVdJBLEGXlSLlU,rEmjyqmwotFfZVpE,0.014166271,85000.0,60.0,0.8499762599999999,25746.067055330714,25746.917031590714
UbSpHthdgRKwZLMO,XXdocZuzrenKTunP,rjpNOMEOCzSEumiN,FaHVdJBLEGXlSLlU,rEmjyqmwotFfZVpE,0.48461455,27625.0,60.0,29.076873,19289.015239124037,19318.09211212404
TlklqLlSrqYqbTVz,OhbVrpoiVgRVIfLB,yqEqKBvKhpgfaeXx,UfxvlhzzDrySEZAP,QkwvjXHVEulRHFGE,145.63964,178640.0,67.5,9830.675700000002,14648.192541621303,24478.868241621305
TlklqLlSrqYqbTVz,OhbVrpoiVgRVIfLB,ikUeOHfwWLwIIekm,UfxvlhzzDrySEZAP,QkwvjXHVEulRHFGE,1250.2056,178640.0,67.5,84388.878,14648.192541621303,99037.0705416213
TlklqLlSrqYqbTVz,OhbVrpoiVgRVIfLB,BZUJHAycGQJlojpx,UfxvlhzzDrySEZAP,QkwvjXHVEulRHFGE,809.10911,178640.0,67.5,54614.864925,14648.192541621303,69263.0574666213
TlklqLlSrqYqbTVz,OhbVrpoiVgRVIfLB,gepQLvTkluUqKRYs,UfxvlhzzDrySEZAP,QkwvjXHVEulRHFGE,221.81223,178640.0,67.5,14972.325525,14648.192541621303,29620.518066621305
TlklqLlSrqYqbTVz,OhbVrpoiVgRVIfLB,xCbnfEzIQgdfWPnk,UfxvlhzzDrySEZAP,QkwvjXHVEulRHFGE,153.73073,178640.0,67.5,10376.824274999999,14648.192541621303,25025.016816621304
TlklqLlSrqYqbTVz,OhbVrpoiVgRVIfLB,rEdEmdGgsfrloCwC,UfxvlhzzDrySEZAP,QkwvjXHVEulRHFGE,1132.7528,178640.0,67.5,76460.814,14648.192541621303,91109.0065416213
IyeJmVJkwZvSLhso,gyrDOxkxwnQrSRPe,VhTFlXrYWDYiZFRn,UfxvlhzzDrySEZAP,QkwvjXHVEulRHFGE,48.705651,8870.4,67.5,3287.6314425,10849.506179116546,14137.137621616546
IyeJmVJkwZvSLhso,JsONxKmTecQoXsfo,xvKwKNVxKXlreMSC,UfxvlhzzDrySEZAP,QkwvjXHVEulRHFGE,1.9266371,19958.4,60.0,115.598226,10849.506179116546,10965.104405116546
TlklqLlSrqYqbTVz,cbfnoGMbJmTPSIAo,qJfobctRpyjxPzKh,UfxvlhzzDrySEZAP,QkwvjXHVEulRHFGE,111.09176,90610.0,75.0,8331.882,14648.192541621303,22980.074541621303
UbSpHthdgRKwZLMO,cbfnoGMbJmTPSIAo,QvpVPUMRpavJYfIF,UfxvlhzzDrySEZAP,rEmjyqmwotFfZVpE,347.16174,133056.0,75.0,26037.1305,19689.89440096633,45727.024900966324
UbSpHthdgRKwZLMO,cbfnoGMbJmTPSIAo,SyksarByfbecBRSe,UfxvlhzzDrySEZAP,rEmjyqmwotFfZVpE,4011.5794,133056.0,75.0,300868.455,19689.89440096633,320558.34940096637
TlklqLlSrqYqbTVz,cbfnoGMbJmTPSIAo,KwVGeYyfHNmTjKSI,UfxvlhzzDrySEZAP,QkwvjXHVEulRHFGE,697.66598,90610.0,75.0,52324.9485,14648.192541621303,66973.1410416213
UbSpHthdgRKwZLMO,cbfnoGMbJmTPSIAo,BumByXhtwbQeJeJE,UfxvlhzzDrySEZAP,rEmjyqmwotFfZVpE,383.71629,133056.0,75.0,28778.72175,19689.89440096633,48468.61615096633
TlklqLlSrqYqbTVz,cbfnoGMbJmTPSIAo,JxdoDtWTmyPelves,UfxvlhzzDrySEZAP,QkwvjXHVEulRHFGE,104.6499,90610.0,75.0,7848.7425,14648.192541621303,22496.935041621306
TlklqLlSrqYqbTVz,cbfnoGMbJmTPSIAo,fZsPpOuhTPNPtSTh,UfxvlhzzDrySEZAP,QkwvjXHVEulRHFGE,1516.7526,90610.0,75.0,113756.445,14648.192541621303,128404.63754162131
UbSpHthdgRKwZLMO,cbfnoGMbJmTPSIAo,fZsPpOuhTPNPtSTh,UfxvlhzzDrySEZAP,rEmjyqmwotFfZVpE,1555.5877,133056.0,75.0,116669.0775,19689.89440096633,136358.97190096634
TlklqLlSrqYqbTVz,CLrZaWZkSBvrjnWv,fMImIRydzKzSltNJ,UfxvlhzzDrySEZAP,QkwvjXHVEulRHFGE,4.0270873,21781.25,144.0,579.9005712,14648.192541621303,15228.093112821303
TlklqLlSrqYqbTVz,CLrZaWZkSBvrjnWv,nJSPWbqdZsXrgyez,UfxvlhzzDrySEZAP,QkwvjXHVEulRHFGE,4.0270873,21781.25,144.0,579.9005712,14648.192541621303,15228.093112821303
TlklqLlSrqYqbTVz,CLrZaWZkSBvrjnWv,ktWLpGDenIMMWjDK,UfxvlhzzDrySEZAP,QkwvjXHVEulRHFGE,4.0270873,21781.25,144.0,579.9005712,14648.192541621303,15228.093112821303
UbSpHthdgRKwZLMO,XXdocZuzrenKTunP,bsrVWvXwqkJpxOGI,UfxvlhzzDrySEZAP,rEmjyqmwotFfZVpE,22.108297,27625.0,60.0,1326.49782,19689.89440096633,21016.39222096633
UbSpHthdgRKwZLMO,XXdocZuzrenKTunP,dIbXTDxYToKoQTUL,UfxvlhzzDrySEZAP,rEmjyqmwotFfZVpE,22.778246,27625.0,60.0,1366.6947599999999,19689.89440096633,21056.589160966327
TlklqLlSrqYqbTVz,OhbVrpoiVgRVIfLB,STgIRweMMAGnSkEV,UfxvlhzzDrySEZAP,QkwvjXHVEulRHFGE,323.64365,178640.0,67.5,21845.946375,14648.192541621303,36494.138916621305
IyeJmVJkwZvSLhso,gyrDOxkxwnQrSRPe,kyLuesPOpAMkcdLg,UfxvlhzzDrySEZAP,QkwvjXHVEulRHFGE,9.7742301,8870.4,67.5,659.76053175,10849.506179116546,11509.266710866546
IyeJmVJkwZvSLhso,gyrDOxkxwnQrSRPe,rJKzFJZiBoFyMiqz,UfxvlhzzDrySEZAP,QkwvjXHVEulRHFGE,13.032307,8870.4,67.5,879.6807225,10849.506179116546,11729.186901616546
IyeJmVJkwZvSLhso,gyrDOxkxwnQrSRPe,aAWdpvAOYkDayebQ,UfxvlhzzDrySEZAP,QkwvjXHVEulRHFGE,19.54846,8870.4,67.5,1319.5210499999998,10849.506179116546,12169.027229116546
IyeJmVJkwZvSLhso,gyrDOxkxwnQrSRPe,gDEVqaJNJHtEKCxQ,UfxvlhzzDrySEZAP,QkwvjXHVEulRHFGE,13.032307,8870.4,67.5,879.6807225,10849.506179116546,11729.186901616546
TlklqLlSrqYqbTVz,OhbVrpoiVgRVIfLB,pSPLHiHIpyYDacLD,UfxvlhzzDrySEZAP,QkwvjXHVEulRHFGE,398.80348,178640.0,67.5,26919.2349,14648.192541621303,41567.4274416213
mvoHTtCmjqjdSwDd,MeyyMDHqJaRUhRIW,PVjXJdoewgOkkVBu,UfxvlhzzDrySEZAP,rEmjyqmwotFfZVpE,48.394812,85000.0,60.0,2903.68872,26146.946217173005,29050.634937173003
mvoHTtCmjqjdSwDd,MeyyMDHqJaRUhRIW,PYHfSYCDlLPPlwDH,UfxvlhzzDrySEZAP,rEmjyqmwotFfZVpE,16.379783,85000.0,60.0,982.78698,26146.946217173005,27129.733197173005
TlklqLlSrqYqbTVz,CLrZaWZkSBvrjnWv,WKeEJmwUAmPyrcOO,UfxvlhzzDrySEZAP,QkwvjXHVEulRHFGE,40.270873,21781.25,144.0,5799.005712,14648.192541621303,20447.198253621304
TlklqLlSrqYqbTVz,CLrZaWZkSBvrjnWv,GeuNDIbaUDPJyhBM,UfxvlhzzDrySEZAP,QkwvjXHVEulRHFGE,16.108349,21781.25,144.0,2319.602256,14648.192541621303,16967.794797621304
mvoHTtCmjqjdSwDd,MeyyMDHqJaRUhRIW,rsFmksvChKvxrKWB,UfxvlhzzDrySEZAP,rEmjyqmwotFfZVpE,8.9344268,85000.0,60.0,536.065608,26146.946217173005,26683.011825173005
mvoHTtCmjqjdSwDd,MeyyMDHqJaRUhRIW,IqEkDRzcqeUlIfEF,UfxvlhzzDrySEZAP,rEmjyqmwotFfZVpE,0.74453557,85000.0,60.0,44.6721342,26146.946217173005,26191.618351373003
UbSpHthdgRKwZLMO,XXdocZuzrenKTunP,rjpNOMEOCzSEumiN,UfxvlhzzDrySEZAP,rEmjyqmwotFfZVpE,25.469848,27625.0,60.0,1528.1908799999999,19689.89440096633,21218.085280966327
dMbrvOGfzQElMfMp,OhbVrpoiVgRVIfLB,yqEqKBvKhpgfaeXx,mCaoVbWrRTwmfNOt,DIRECT,75.120644,178640.0,67.5,5070.64347,22900.0,27970.64347
dMbrvOGfzQElMfMp,OhbVrpoiVgRVIfLB,ikUeOHfwWLwIIekm,mCaoVbWrRTwmfNOt,DIRECT,133.87443,178640.0,67.5,9036.524024999999,22900.0,31936.524025
dMbrvOGfzQElMfMp,OhbVrpoiVgRVIfLB,BZUJHAycGQJlojpx,mCaoVbWrRTwmfNOt,DIRECT,134.14401,178640.0,67.5,9054.720675,22900.0,31954.720675
dMbrvOGfzQElMfMp,OhbVrpoiVgRVIfLB,gepQLvTkluUqKRYs,mCaoVbWrRTwmfNOt,DIRECT,160.97281,178640.0,67.5,10865.664675,22900.0,33765.664675
dMbrvOGfzQElMfMp,OhbVrpoiVgRVIfLB,xCbnfEzIQgdfWPnk,mCaoVbWrRTwmfNOt,DIRECT,123.41249,178640.0,67.5,8330.343075,22900.0,31230.343075
dMbrvOGfzQElMfMp,OhbVrpoiVgRVIfLB,rEdEmdGgsfrloCwC,mCaoVbWrRTwmfNOt,DIRECT,134.14401,178640.0,67.5,9054.720675,22900.0,31954.720675
dMbrvOGfzQElMfMp,cbfnoGMbJmTPSIAo,qJfobctRpyjxPzKh,mCaoVbWrRTwmfNOt,DIRECT,20.732089,91800.0,75.0,1554.906675,22900.0,24454.906675
dMbrvOGfzQElMfMp,cbfnoGMbJmTPSIAo,QvpVPUMRpavJYfIF,mCaoVbWrRTwmfNOt,DIRECT,31.501529,91800.0,75.0,2362.6146750000003,22900.0,25262.614675
dMbrvOGfzQElMfMp,cbfnoGMbJmTPSIAo,SyksarByfbecBRSe,mCaoVbWrRTwmfNOt,DIRECT,78.753822,91800.0,75.0,5906.53665,22900.0,28806.536650000002
dMbrvOGfzQElMfMp,cbfnoGMbJmTPSIAo,KwVGeYyfHNmTjKSI,mCaoVbWrRTwmfNOt,DIRECT,26.251274,91800.0,75.0,1968.84555,22900.0,24868.84555
dMbrvOGfzQElMfMp,cbfnoGMbJmTPSIAo,BumByXhtwbQeJeJE,mCaoVbWrRTwmfNOt,DIRECT,20.732089,91800.0,75.0,1554.906675,22900.0,24454.906675
dMbrvOGfzQElMfMp,cbfnoGMbJmTPSIAo,JxdoDtWTmyPelves,mCaoVbWrRTwmfNOt,DIRECT,51.830221,91800.0,75.0,3887.266575,22900.0,26787.266575
dMbrvOGfzQElMfMp,cbfnoGMbJmTPSIAo,fZsPpOuhTPNPtSTh,mCaoVbWrRTwmfNOt,DIRECT,69.733613,91800.0,75.0,5230.020975,22900.0,28130.020975
dMbrvOGfzQElMfMp,OhbVrpoiVgRVIfLB,STgIRweMMAGnSkEV,mCaoVbWrRTwmfNOt,DIRECT,87.510065,178640.0,67.5,5906.929387499999,22900.0,28806.9293875
dMbrvOGfzQElMfMp,OhbVrpoiVgRVIfLB,pSPLHiHIpyYDacLD,mCaoVbWrRTwmfNOt,DIRECT,39.822233,178640.0,67.5,2688.0007275,22900.0,25588.0007275
mvoHTtCmjqjdSwDd,MeyyMDHqJaRUhRIW,PVjXJdoewgOkkVBu,mCaoVbWrRTwmfNOt,DIRECT,3.4544193,85000.0,60.0,207.265158,56911.32927974638,57118.59443774638
mvoHTtCmjqjdSwDd,MeyyMDHqJaRUhRIW,rsFmksvChKvxrKWB,mCaoVbWrRTwmfNOt,DIRECT,3.4544193,85000.0,60.0,207.265158,56911.32927974638,57118.59443774638
mvoHTtCmjqjdSwDd,MeyyMDHqJaRUhRIW,IqEkDRzcqeUlIfEF,mCaoVbWrRTwmfNOt,DIRECT,2.5956789,85000.0,60.0,155.74073399999997,56911.32927974638,57067.07001374638
TlklqLlSrqYqbTVz,OhbVrpoiVgRVIfLB,yqEqKBvKhpgfaeXx,EViqlRLuZsmfAxlz,QkwvjXHVEulRHFGE,0.22294265,178640.0,67.5,15.048628875,11785.577195068498,11800.625823943497
TlklqLlSrqYqbTVz,OhbVrpoiVgRVIfLB,ikUeOHfwWLwIIekm,EViqlRLuZsmfAxlz,QkwvjXHVEulRHFGE,3.8474698,178640.0,67.5,259.7042115,11785.577195068498,12045.281406568498
TlklqLlSrqYqbTVz,OhbVrpoiVgRVIfLB,BZUJHAycGQJlojpx,EViqlRLuZsmfAxlz,QkwvjXHVEulRHFGE,4.7400469,178640.0,67.5,319.95316575000004,11785.577195068498,12105.530360818497
TlklqLlSrqYqbTVz,OhbVrpoiVgRVIfLB,gepQLvTkluUqKRYs,EViqlRLuZsmfAxlz,QkwvjXHVEulRHFGE,2.6638774,178640.0,67.5,179.8117245,11785.577195068498,11965.388919568497
TlklqLlSrqYqbTVz,OhbVrpoiVgRVIfLB,xCbnfEzIQgdfWPnk,EViqlRLuZsmfAxlz,QkwvjXHVEulRHFGE,0.38676025,178640.0,67.5,26.106316875,11785.577195068498,11811.683511943498
TlklqLlSrqYqbTVz,OhbVrpoiVgRVIfLB,rEdEmdGgsfrloCwC,EViqlRLuZsmfAxlz,QkwvjXHVEulRHFGE,1.4119701,178640.0,67.5,95.30798175,11785.577195068498,11880.885176818498
IyeJmVJkwZvSLhso,gyrDOxkxwnQrSRPe,VhTFlXrYWDYiZFRn,EViqlRLuZsmfAxlz,QkwvjXHVEulRHFGE,0.028049101,8870.4,67.5,1.8933143175,7986.89083256374,7988.78414688124
TlklqLlSrqYqbTVz,cbfnoGMbJmTPSIAo,qJfobctRpyjxPzKh,EViqlRLuZsmfAxlz,QkwvjXHVEulRHFGE,0.49385926,90610.0,75.0,37.0394445,11785.577195068498,11822.616639568498
TlklqLlSrqYqbTVz,cbfnoGMbJmTPSIAo,QvpVPUMRpavJYfIF,EViqlRLuZsmfAxlz,QkwvjXHVEulRHFGE,2.939709,90610.0,75.0,220.47817500000002,11785.577195068498,12006.055370068498
TlklqLlSrqYqbTVz,cbfnoGMbJmTPSIAo,SyksarByfbecBRSe,EViqlRLuZsmfAxlz,QkwvjXHVEulRHFGE,0.5065519,90610.0,75.0,37.9913925,11785.577195068498,11823.568587568498
TlklqLlSrqYqbTVz,cbfnoGMbJmTPSIAo,KwVGeYyfHNmTjKSI,EViqlRLuZsmfAxlz,QkwvjXHVEulRHFGE,1.3998614,90610.0,75.0,104.989605,11785.577195068498,11890.566800068498
TlklqLlSrqYqbTVz,cbfnoGMbJmTPSIAo,BumByXhtwbQeJeJE,EViqlRLuZsmfAxlz,QkwvjXHVEulRHFGE,0.26597367,90610.0,75.0,19.94802525,11785.577195068498,11805.525220318497
TlklqLlSrqYqbTVz,cbfnoGMbJmTPSIAo,JxdoDtWTmyPelves,EViqlRLuZsmfAxlz,QkwvjXHVEulRHFGE,0.19240685,90610.0,75.0,14.43051375,11785.577195068498,11800.007708818497
TlklqLlSrqYqbTVz,cbfnoGMbJmTPSIAo,fZsPpOuhTPNPtSTh,EViqlRLuZsmfAxlz,QkwvjXHVEulRHFGE,3.8346604,90610.0,75.0,287.59953,11785.577195068498,12073.176725068497
TlklqLlSrqYqbTVz,CLrZaWZkSBvrjnWv,fMImIRydzKzSltNJ,EViqlRLuZsmfAxlz,QkwvjXHVEulRHFGE,0.071303433,21781.25,144.0,10.267694352,11785.577195068498,11795.844889420498
TlklqLlSrqYqbTVz,CLrZaWZkSBvrjnWv,nJSPWbqdZsXrgyez,EViqlRLuZsmfAxlz,QkwvjXHVEulRHFGE,0.02126031,21781.25,144.0,3.06148464,11785.577195068498,11788.638679708498
TlklqLlSrqYqbTVz,CLrZaWZkSBvrjnWv,ktWLpGDenIMMWjDK,EViqlRLuZsmfAxlz,QkwvjXHVEulRHFGE,0.030732559,21781.25,144.0,4.425488496,11785.577195068498,11790.002683564497
UbSpHthdgRKwZLMO,XXdocZuzrenKTunP,bsrVWvXwqkJpxOGI,EViqlRLuZsmfAxlz,rEmjyqmwotFfZVpE,0.076926077,27625.0,60.0,4.61556462,21863.293752408474,21867.909317028472
UbSpHthdgRKwZLMO,XXdocZuzrenKTunP,dIbXTDxYToKoQTUL,EViqlRLuZsmfAxlz,rEmjyqmwotFfZVpE,0.079257171,27625.0,60.0,4.75543026,21863.293752408474,21868.049182668474
TlklqLlSrqYqbTVz,OhbVrpoiVgRVIfLB,STgIRweMMAGnSkEV,EViqlRLuZsmfAxlz,QkwvjXHVEulRHFGE,0.74314217,178640.0,67.5,50.162096475000006,11785.577195068498,11835.739291543498
IyeJmVJkwZvSLhso,gyrDOxkxwnQrSRPe,kyLuesPOpAMkcdLg,EViqlRLuZsmfAxlz,QkwvjXHVEulRHFGE,0.015824491,8870.4,67.5,1.0681531425,7986.89083256374,7987.95898570624
IyeJmVJkwZvSLhso,gyrDOxkxwnQrSRPe,rJKzFJZiBoFyMiqz,EViqlRLuZsmfAxlz,QkwvjXHVEulRHFGE,0.0079134776,8870.4,67.5,0.5341597379999999,7986.89083256374,7987.4249923017405
IyeJmVJkwZvSLhso,gyrDOxkxwnQrSRPe,aAWdpvAOYkDayebQ,EViqlRLuZsmfAxlz,QkwvjXHVEulRHFGE,0.018979546,8870.4,67.5,1.281119355,7986.89083256374,7988.17195191874
IyeJmVJkwZvSLhso,gyrDOxkxwnQrSRPe,gDEVqaJNJHtEKCxQ,EViqlRLuZsmfAxlz,QkwvjXHVEulRHFGE,0.037179922,8870.4,67.5,2.5096447349999997,7986.89083256374,7989.40047729874
TlklqLlSrqYqbTVz,OhbVrpoiVgRVIfLB,pSPLHiHIpyYDacLD,EViqlRLuZsmfAxlz,QkwvjXHVEulRHFGE,0.84663408,178640.0,67.5,57.147800399999994,11785.577195068498,11842.724995468498
mvoHTtCmjqjdSwDd,MeyyMDHqJaRUhRIW,PVjXJdoewgOkkVBu,EViqlRLuZsmfAxlz,rEmjyqmwotFfZVpE,0.088766598,85000.0,60.0,5.32599588,28320.34556861515,28325.67156449515
mvoHTtCmjqjdSwDd,MeyyMDHqJaRUhRIW,PYHfSYCDlLPPlwDH,EViqlRLuZsmfAxlz,rEmjyqmwotFfZVpE,0.030044079,85000.0,60.0,1.80264474,28320.34556861515,28322.14821335515
TlklqLlSrqYqbTVz,CLrZaWZkSBvrjnWv,WKeEJmwUAmPyrcOO,EViqlRLuZsmfAxlz,QkwvjXHVEulRHFGE,0.056224215,21781.25,144.0,8.09628696,11785.577195068498,11793.673482028498
TlklqLlSrqYqbTVz,CLrZaWZkSBvrjnWv,GeuNDIbaUDPJyhBM,EViqlRLuZsmfAxlz,QkwvjXHVEulRHFGE,0.042166078,21781.25,144.0,6.071915232,11785.577195068498,11791.649110300497
mvoHTtCmjqjdSwDd,MeyyMDHqJaRUhRIW,rsFmksvChKvxrKWB,EViqlRLuZsmfAxlz,rEmjyqmwotFfZVpE,0.01638768,85000.0,60.0,0.9832608,28320.34556861515,28321.32882941515
mvoHTtCmjqjdSwDd,MeyyMDHqJaRUhRIW,IqEkDRzcqeUlIfEF,EViqlRLuZsmfAxlz,rEmjyqmwotFfZVpE,0.050649635,85000.0,60.0,3.0389781,28320.34556861515,28323.38454671515
UbSpHthdgRKwZLMO,XXdocZuzrenKTunP,rjpNOMEOCzSEumiN,EViqlRLuZsmfAxlz,rEmjyqmwotFfZVpE,0.076926077,27625.0,60.0,4.61556462,21863.293752408474,21867.909317028472
TlklqLlSrqYqbTVz,OhbVrpoiVgRVIfLB,yqEqKBvKhpgfaeXx,utGShrTKEOnFsTyd,QkwvjXHVEulRHFGE,300.67405,178640.0,67.5,20295.498375000003,13888.294258791535,34183.79263379154
TlklqLlSrqYqbTVz,OhbVrpoiVgRVIfLB,ikUeOHfwWLwIIekm,utGShrTKEOnFsTyd,QkwvjXHVEulRHFGE,1069.0633,178640.0,67.5,72161.77275,13888.294258791535,86050.06700879154
TlklqLlSrqYqbTVz,OhbVrpoiVgRVIfLB,BZUJHAycGQJlojpx,utGShrTKEOnFsTyd,QkwvjXHVEulRHFGE,768.38924,178640.0,67.5,51866.2737,13888.294258791535,65754.56795879154
TlklqLlSrqYqbTVz,OhbVrpoiVgRVIfLB,gepQLvTkluUqKRYs,utGShrTKEOnFsTyd,QkwvjXHVEulRHFGE,902.02215,178640.0,67.5,60886.495125,13888.294258791535,74774.78938379153
TlklqLlSrqYqbTVz,OhbVrpoiVgRVIfLB,xCbnfEzIQgdfWPnk,utGShrTKEOnFsTyd,QkwvjXHVEulRHFGE,233.85759,178640.0,67.5,15785.387325,13888.294258791535,29673.681583791535
TlklqLlSrqYqbTVz,OhbVrpoiVgRVIfLB,rEdEmdGgsfrloCwC,utGShrTKEOnFsTyd,QkwvjXHVEulRHFGE,334.08228,178640.0,67.5,22550.553900000003,13888.294258791535,36438.84815879154
IyeJmVJkwZvSLhso,gyrDOxkxwnQrSRPe,VhTFlXrYWDYiZFRn,utGShrTKEOnFsTyd,QkwvjXHVEulRHFGE,4.1111003,8870.4,67.5,277.49927025000005,10089.607896286778,10367.107166536778
IyeJmVJkwZvSLhso,JsONxKmTecQoXsfo,xvKwKNVxKXlreMSC,utGShrTKEOnFsTyd,QkwvjXHVEulRHFGE,0.74747013,19958.4,60.0,44.8482078,10089.607896286778,10134.456104086777
dMbrvOGfzQElMfMp,cbfnoGMbJmTPSIAo,qJfobctRpyjxPzKh,utGShrTKEOnFsTyd,iFORwLZAcisxdoOG,66.666844,91800.0,75.0,5000.0133,23476.01768972399,28476.03098972399
dMbrvOGfzQElMfMp,cbfnoGMbJmTPSIAo,QvpVPUMRpavJYfIF,utGShrTKEOnFsTyd,iFORwLZAcisxdoOG,133.33369,91800.0,75.0,10000.026749999999,23476.01768972399,33476.04443972399
dMbrvOGfzQElMfMp,cbfnoGMbJmTPSIAo,SyksarByfbecBRSe,utGShrTKEOnFsTyd,iFORwLZAcisxdoOG,133.33369,91800.0,75.0,10000.026749999999,23476.01768972399,33476.04443972399
dMbrvOGfzQElMfMp,cbfnoGMbJmTPSIAo,KwVGeYyfHNmTjKSI,utGShrTKEOnFsTyd,iFORwLZAcisxdoOG,166.66711,91800.0,75.0,12500.03325,23476.01768972399,35976.050939723995
dMbrvOGfzQElMfMp,cbfnoGMbJmTPSIAo,BumByXhtwbQeJeJE,utGShrTKEOnFsTyd,iFORwLZAcisxdoOG,33.333422,91800.0,75.0,2500.00665,23476.01768972399,25976.02433972399
dMbrvOGfzQElMfMp,cbfnoGMbJmTPSIAo,JxdoDtWTmyPelves,utGShrTKEOnFsTyd,iFORwLZAcisxdoOG,49.333464,91800.0,75.0,3700.0098,23476.01768972399,27176.02748972399
dMbrvOGfzQElMfMp,cbfnoGMbJmTPSIAo,fZsPpOuhTPNPtSTh,utGShrTKEOnFsTyd,iFORwLZAcisxdoOG,1356.6703,91800.0,75.0,101750.2725,23476.01768972399,125226.290189724
TlklqLlSrqYqbTVz,OhbVrpoiVgRVIfLB,STgIRweMMAGnSkEV,utGShrTKEOnFsTyd,QkwvjXHVEulRHFGE,100.22468,178640.0,67.5,6765.165900000001,13888.294258791535,20653.460158791535
IyeJmVJkwZvSLhso,gyrDOxkxwnQrSRPe,kyLuesPOpAMkcdLg,utGShrTKEOnFsTyd,QkwvjXHVEulRHFGE,0.8195406,8870.4,67.5,55.3189905,10089.607896286778,10144.926886786778
IyeJmVJkwZvSLhso,gyrDOxkxwnQrSRPe,rJKzFJZiBoFyMiqz,utGShrTKEOnFsTyd,QkwvjXHVEulRHFGE,0.8195406,8870.4,67.5,55.3189905,10089.607896286778,10144.926886786778
IyeJmVJkwZvSLhso,gyrDOxkxwnQrSRPe,aAWdpvAOYkDayebQ,utGShrTKEOnFsTyd,QkwvjXHVEulRHFGE,1.6390812,8870.4,67.5,110.637981,10089.607896286778,10200.245877286778
IyeJmVJkwZvSLhso,gyrDOxkxwnQrSRPe,gDEVqaJNJHtEKCxQ,utGShrTKEOnFsTyd,QkwvjXHVEulRHFGE,2.4639807,8870.4,67.5,166.31869725,10089.607896286778,10255.926593536778
TlklqLlSrqYqbTVz,OhbVrpoiVgRVIfLB,pSPLHiHIpyYDacLD,utGShrTKEOnFsTyd,QkwvjXHVEulRHFGE,601.3481,178640.0,67.5,40590.996750000006,13888.294258791535,54479.29100879154
mvoHTtCmjqjdSwDd,MeyyMDHqJaRUhRIW,PVjXJdoewgOkkVBu,utGShrTKEOnFsTyd,rEmjyqmwotFfZVpE,23.126593,85000.0,60.0,1387.59558,26924.71377970121,28312.309359701212
mvoHTtCmjqjdSwDd,MeyyMDHqJaRUhRIW,PYHfSYCDlLPPlwDH,utGShrTKEOnFsTyd,rEmjyqmwotFfZVpE,7.2270602,85000.0,60.0,433.62361200000004,26924.71377970121,27358.33739170121
mvoHTtCmjqjdSwDd,MeyyMDHqJaRUhRIW,rsFmksvChKvxrKWB,utGShrTKEOnFsTyd,rEmjyqmwotFfZVpE,7.2270602,85000.0,60.0,433.62361200000004,26924.71377970121,27358.33739170121
mvoHTtCmjqjdSwDd,MeyyMDHqJaRUhRIW,IqEkDRzcqeUlIfEF,utGShrTKEOnFsTyd,rEmjyqmwotFfZVpE,7.2270602,85000.0,60.0,433.62361200000004,26924.71377970121,27358.33739170121
