PLANT CODE,CATEGORY MAIN,SKU CODE,WAREHOUSE_CUSTOMER,ROUTE,SUPPLIED_CASES,MAX_PRODUCTION_CAPACITY,PRODUCTION COST (INR/CASE),TOTAL_PRODUCTION_COST,TOTAL_FREIGHT_COST,TOTAL_COST
TlklqLlSrqYqbTVz,cbfnoGMbJmTPSIAo,QvpVPUMRpavJYfIF,KZHEBnwYePtGZtBQ,QkwvjXHVEulRHFGE,4.0028824,90610.0,75.0,300.21618,11287.58102203899,11587.79720203899
TlklqLlSrqYqbTVz,cbfnoGMbJmTPSIAo,SyksarByfbecBRSe,KZHEBnwYePtGZtBQ,QkwvjXHVEulRHFGE,0.68975116,90610.0,75.0,51.731337,11287.58102203899,11339.31235903899
TlklqLlSrqYqbTVz,cbfnoGMbJmTPSIAo,KwVGeYyfHNmTjKSI,KZHEBnwYePtGZtBQ,QkwvjXHVEulRHFGE,1.9061345,90610.0,75.0,142.96008750000001,11287.58102203899,11430.54110953899
TlklqLlSrqYqbTVz,cbfnoGMbJmTPSIAo,BumByXhtwbQeJeJE,KZHEBnwYePtGZtBQ,QkwvjXHVEulRHFGE,0.36216555,90610.0,75.0,27.16241625,11287.58102203899,11314.74343828899
TlklqLlSrqYqbTVz,cbfnoGMbJmTPSIAo,JxdoDtWTmyPelves,KZHEBnwYePtGZtBQ,QkwvjXHVEulRHFGE,0.2619926,90610.0,75.0,19.649445,11287.58102203899,11307.23046703899
TlklqLlSrqYqbTVz,cbfnoGMbJmTPSIAo,fZsPpOuhTPNPtSTh,KZHEBnwYePtGZtBQ,QkwvjXHVEulRHFGE,5.2215014,90610.0,75.0,391.61260500000003,11287.58102203899,11679.19362703899
TlklqLlSrqYqbTVz,CLrZaWZkSBvrjnWv,fMImIRydzKzSltNJ,KZHEBnwYePtGZtBQ,QkwvjXHVEulRHFGE,0.09709099,21781.25,144.0,13.98110256,11287.58102203899,11301.56212459899
TlklqLlSrqYqbTVz,CLrZaWZkSBvrjnWv,nJSPWbqdZsXrgyez,KZHEBnwYePtGZtBQ,QkwvjXHVEulRHFGE,0.028949301,21781.25,144.0,4.168699344,11287.58102203899,11291.74972138299
TlklqLlSrqYqbTVz,CLrZaWZkSBvrjnWv,ktWLpGDenIMMWjDK,KZHEBnwYePtGZtBQ,QkwvjXHVEulRHFGE,0.041847279,21781.25,144.0,6.026008176,11287.58102203899,11293.607030214991
UbSpHthdgRKwZLMO,XXdocZuzrenKTunP,bsrVWvXwqkJpxOGI,KZHEBnwYePtGZtBQ,rEmjyqmwotFfZVpE,0.10474712,27625.0,60.0,6.2848272,21899.992257790604,21906.277084990605
UbSpHthdgRKwZLMO,XXdocZuzrenKTunP,dIbXTDxYToKoQTUL,KZHEBnwYePtGZtBQ,rEmjyqmwotFfZVpE,0.10792127,27625.0,60.0,6.4752762,21899.992257790604,21906.467533990603
TlklqLlSrqYqbTVz,OhbVrpoiVgRVIfLB,STgIRweMMAGnSkEV,KZHEBnwYePtGZtBQ,QkwvjXHVEulRHFGE,1.0119065,178640.0,67.5,68.30368875,11287.58102203899,11355.88471078899
IyeJmVJkwZvSLhso,gyrDOxkxwnQrSRPe,kyLuesPOpAMkcdLg,KZHEBnwYePtGZtBQ,QkwvjXHVEulRHFGE,0.021547567,8870.4,67.5,1.4544607725,7488.894659534233,7490.349120306733
IyeJmVJkwZvSLhso,gyrDOxkxwnQrSRPe,rJKzFJZiBoFyMiqz,KZHEBnwYePtGZtBQ,QkwvjXHVEulRHFGE,0.010775461,8870.4,67.5,0.7273436175,7488.894659534233,7489.622003151733
IyeJmVJkwZvSLhso,gyrDOxkxwnQrSRPe,aAWdpvAOYkDayebQ,KZHEBnwYePtGZtBQ,QkwvjXHVEulRHFGE,0.025843677,8870.4,67.5,1.7444481975,7488.894659534233,7490.639107731733
IyeJmVJkwZvSLhso,gyrDOxkxwnQrSRPe,gDEVqaJNJHtEKCxQ,KZHEBnwYePtGZtBQ,QkwvjXHVEulRHFGE,0.050626391,8870.4,67.5,3.4172813925,7488.894659534233,7492.311940926733
TlklqLlSrqYqbTVz,OhbVrpoiVgRVIfLB,pSPLHiHIpyYDacLD,KZHEBnwYePtGZtBQ,QkwvjXHVEulRHFGE,1.1528273,178640.0,67.5,77.81584275,11287.58102203899,11365.39686478899
mvoHTtCmjqjdSwDd,MeyyMDHqJaRUhRIW,PVjXJdoewgOkkVBu,KZHEBnwYePtGZtBQ,rEmjyqmwotFfZVpE,0.12086987,85000.0,60.0,7.2521922000000005,28357.044073997276,28364.296266197278
mvoHTtCmjqjdSwDd,MeyyMDHqJaRUhRIW,PYHfSYCDlLPPlwDH,KZHEBnwYePtGZtBQ,rEmjyqmwotFfZVpE,0.040909803,85000.0,60.0,2.45458818,28357.044073997276,28359.498662177277
TlklqLlSrqYqbTVz,CLrZaWZkSBvrjnWv,WKeEJmwUAmPyrcOO,KZHEBnwYePtGZtBQ,QkwvjXHVEulRHFGE,0.076558232,21781.25,144.0,11.024385408,11287.58102203899,11298.60540744699
TlklqLlSrqYqbTVz,CLrZaWZkSBvrjnWv,GeuNDIbaUDPJyhBM,KZHEBnwYePtGZtBQ,QkwvjXHVEulRHFGE,0.057415836,21781.25,144.0,8.267880384,11287.58102203899,11295.848902422991
mvoHTtCmjqjdSwDd,MeyyMDHqJaRUhRIW,rsFmksvChKvxrKWB,KZHEBnwYePtGZtBQ,rEmjyqmwotFfZVpE,0.022314438,85000.0,60.0,1.33886628,28357.044073997276,28358.382940277275
mvoHTtCmjqjdSwDd,MeyyMDHqJaRUhRIW,IqEkDRzcqeUlIfEF,KZHEBnwYePtGZtBQ,rEmjyqmwotFfZVpE,0.068967551,85000.0,60.0,4.13805306,28357.044073997276,28361.182127057276
UbSpHthdgRKwZLMO,XXdocZuzrenKTunP,rjpNOMEOCzSEumiN,KZHEBnwYePtGZtBQ,rEmjyqmwotFfZVpE,0.10474712,27625.0,60.0,6.2848272,21899.992257790604,21906.277084990605
TlklqLlSrqYqbTVz,OhbVrpoiVgRVIfLB,yqEqKBvKhpgfaeXx,deFRblyMRujtNNgW,QkwvjXHVEulRHFGE,11.654115,178640.0,67.5,786.6527625,11400.409975398723,12187.062737898723
TlklqLlSrqYqbTVz,OhbVrpoiVgRVIfLB,ikUeOHfwWLwIIekm,deFRblyMRujtNNgW,QkwvjXHVEulRHFGE,201.12282,178640.0,67.5,13575.79035,11400.409975398723,24976.20032539872
TlklqLlSrqYqbTVz,OhbVrpoiVgRVIfLB,BZUJHAycGQJlojpx,deFRblyMRujtNNgW,QkwvjXHVEulRHFGE,247.78144,178640.0,67.5,16725.2472,11400.409975398723,28125.657175398723
TlklqLlSrqYqbTVz,OhbVrpoiVgRVIfLB,gepQLvTkluUqKRYs,deFRblyMRujtNNgW,QkwvjXHVEulRHFGE,139.25165,178640.0,67.5,9399.486375,11400.409975398723,20799.896350398725
TlklqLlSrqYqbTVz,OhbVrpoiVgRVIfLB,xCbnfEzIQgdfWPnk,deFRblyMRujtNNgW,QkwvjXHVEulRHFGE,20.217523,178640.0,67.5,1364.6828025,11400.409975398723,12765.092777898722
TlklqLlSrqYqbTVz,OhbVrpoiVgRVIfLB,rEdEmdGgsfrloCwC,deFRblyMRujtNNgW,QkwvjXHVEulRHFGE,73.809392,178640.0,67.5,4982.13396,11400.409975398723,16382.543935398724
IyeJmVJkwZvSLhso,gyrDOxkxwnQrSRPe,VhTFlXrYWDYiZFRn,deFRblyMRujtNNgW,QkwvjXHVEulRHFGE,1.46624,8870.4,67.5,98.9712,7601.723612893965,7700.694812893965
TlklqLlSrqYqbTVz,cbfnoGMbJmTPSIAo,qJfobctRpyjxPzKh,deFRblyMRujtNNgW,QkwvjXHVEulRHFGE,25.816022,90610.0,75.0,1936.20165,11400.409975398723,13336.611625398724
TlklqLlSrqYqbTVz,cbfnoGMbJmTPSIAo,QvpVPUMRpavJYfIF,deFRblyMRujtNNgW,QkwvjXHVEulRHFGE,153.67049,90610.0,75.0,11525.28675,11400.409975398723,22925.696725398724
TlklqLlSrqYqbTVz,cbfnoGMbJmTPSIAo,SyksarByfbecBRSe,deFRblyMRujtNNgW,QkwvjXHVEulRHFGE,26.479518,90610.0,75.0,1985.9638499999999,11400.409975398723,13386.373825398723
TlklqLlSrqYqbTVz,cbfnoGMbJmTPSIAo,KwVGeYyfHNmTjKSI,deFRblyMRujtNNgW,QkwvjXHVEulRHFGE,73.176422,90610.0,75.0,5488.23165,11400.409975398723,16888.641625398723
TlklqLlSrqYqbTVz,cbfnoGMbJmTPSIAo,BumByXhtwbQeJeJE,deFRblyMRujtNNgW,QkwvjXHVEulRHFGE,13.90352,90610.0,75.0,1042.7640000000001,11400.409975398723,12443.173975398724
TlklqLlSrqYqbTVz,cbfnoGMbJmTPSIAo,JxdoDtWTmyPelves,deFRblyMRujtNNgW,QkwvjXHVEulRHFGE,10.057885,90610.0,75.0,754.3413750000001,11400.409975398723,12154.751350398723
TlklqLlSrqYqbTVz,cbfnoGMbJmTPSIAo,fZsPpOuhTPNPtSTh,deFRblyMRujtNNgW,QkwvjXHVEulRHFGE,200.45322,90610.0,75.0,15033.991499999998,11400.409975398723,26434.40147539872
TlklqLlSrqYqbTVz,CLrZaWZkSBvrjnWv,fMImIRydzKzSltNJ,deFRblyMRujtNNgW,QkwvjXHVEulRHFGE,3.727319,21781.25,144.0,536.733936,11400.409975398723,11937.143911398724
TlklqLlSrqYqbTVz,CLrZaWZkSBvrjnWv,nJSPWbqdZsXrgyez,deFRblyMRujtNNgW,QkwvjXHVEulRHFGE,1.1113624,21781.25,144.0,160.0361856,11400.409975398723,11560.446160998723
TlklqLlSrqYqbTVz,CLrZaWZkSBvrjnWv,ktWLpGDenIMMWjDK,deFRblyMRujtNNgW,QkwvjXHVEulRHFGE,1.6065153,21781.25,144.0,231.3382032,11400.409975398723,11631.748178598724
UbSpHthdgRKwZLMO,XXdocZuzrenKTunP,bsrVWvXwqkJpxOGI,deFRblyMRujtNNgW,rEmjyqmwotFfZVpE,4.0212374,27625.0,60.0,241.274244,21911.40372914316,22152.67797314316
UbSpHthdgRKwZLMO,XXdocZuzrenKTunP,dIbXTDxYToKoQTUL,deFRblyMRujtNNgW,rEmjyqmwotFfZVpE,4.1430931,27625.0,60.0,248.58558599999998,21911.40372914316,22159.98931514316
TlklqLlSrqYqbTVz,OhbVrpoiVgRVIfLB,STgIRweMMAGnSkEV,deFRblyMRujtNNgW,QkwvjXHVEulRHFGE,38.847049,178640.0,67.5,2622.1758075,11400.409975398723,14022.585782898723
IyeJmVJkwZvSLhso,gyrDOxkxwnQrSRPe,kyLuesPOpAMkcdLg,deFRblyMRujtNNgW,QkwvjXHVEulRHFGE,0.82721018,8870.4,67.5,55.83668715,7601.723612893965,7657.560300043965
IyeJmVJkwZvSLhso,gyrDOxkxwnQrSRPe,rJKzFJZiBoFyMiqz,deFRblyMRujtNNgW,QkwvjXHVEulRHFGE,0.4136695,8870.4,67.5,27.922691250000003,7601.723612893965,7629.646304143965
IyeJmVJkwZvSLhso,gyrDOxkxwnQrSRPe,aAWdpvAOYkDayebQ,deFRblyMRujtNNgW,QkwvjXHVEulRHFGE,0.99213766,8870.4,67.5,66.96929205,7601.723612893965,7668.692904943965
IyeJmVJkwZvSLhso,gyrDOxkxwnQrSRPe,gDEVqaJNJHtEKCxQ,deFRblyMRujtNNgW,QkwvjXHVEulRHFGE,1.943545,8870.4,67.5,131.1892875,7601.723612893965,7732.912900393965
TlklqLlSrqYqbTVz,OhbVrpoiVgRVIfLB,pSPLHiHIpyYDacLD,deFRblyMRujtNNgW,QkwvjXHVEulRHFGE,44.25699,178640.0,67.5,2987.346825,11400.409975398723,14387.756800398723
mvoHTtCmjqjdSwDd,MeyyMDHqJaRUhRIW,PVjXJdoewgOkkVBu,deFRblyMRujtNNgW,rEmjyqmwotFfZVpE,4.6401893,85000.0,60.0,278.411358,28368.455545349836,28646.866903349837
mvoHTtCmjqjdSwDd,MeyyMDHqJaRUhRIW,PYHfSYCDlLPPlwDH,deFRblyMRujtNNgW,rEmjyqmwotFfZVpE,1.5705256,85000.0,60.0,94.231536,28368.455545349836,28462.687081349835
TlklqLlSrqYqbTVz,CLrZaWZkSBvrjnWv,WKeEJmwUAmPyrcOO,deFRblyMRujtNNgW,QkwvjXHVEulRHFGE,2.9390673,21781.25,144.0,423.2256912,11400.409975398723,11823.635666598722
TlklqLlSrqYqbTVz,CLrZaWZkSBvrjnWv,GeuNDIbaUDPJyhBM,deFRblyMRujtNNgW,QkwvjXHVEulRHFGE,2.2041915,21781.25,144.0,317.403576,11400.409975398723,11717.813551398724
mvoHTtCmjqjdSwDd,MeyyMDHqJaRUhRIW,rsFmksvChKvxrKWB,deFRblyMRujtNNgW,rEmjyqmwotFfZVpE,0.85665033,85000.0,60.0,51.3990198,28368.455545349836,28419.854565149835
mvoHTtCmjqjdSwDd,MeyyMDHqJaRUhRIW,IqEkDRzcqeUlIfEF,deFRblyMRujtNNgW,rEmjyqmwotFfZVpE,2.6476614,85000.0,60.0,158.85968400000002,28368.455545349836,28527.315229349835
UbSpHthdgRKwZLMO,XXdocZuzrenKTunP,rjpNOMEOCzSEumiN,deFRblyMRujtNNgW,rEmjyqmwotFfZVpE,4.0212374,27625.0,60.0,241.274244,21911.40372914316,22152.67797314316
BfwKOlSiidLFySRr,OhbVrpoiVgRVIfLB,yqEqKBvKhpgfaeXx,wkPNcKPRPzWvYBga,DIRECT,1.2710594,110880.0,67.5,85.7965095,28117.25878189117,28203.05529139117
BfwKOlSiidLFySRr,OhbVrpoiVgRVIfLB,ikUeOHfwWLwIIekm,wkPNcKPRPzWvYBga,DIRECT,19.613786,110880.0,67.5,1323.9305550000001,28117.25878189117,29441.18933689117
BfwKOlSiidLFySRr,OhbVrpoiVgRVIfLB,BZUJHAycGQJlojpx,wkPNcKPRPzWvYBga,DIRECT,22.965572,110880.0,67.5,1550.17611,28117.25878189117,29667.43489189117
BfwKOlSiidLFySRr,OhbVrpoiVgRVIfLB,gepQLvTkluUqKRYs,wkPNcKPRPzWvYBga,DIRECT,12.608863,110880.0,67.5,851.0982525,28117.25878189117,28968.35703439117
BfwKOlSiidLFySRr,OhbVrpoiVgRVIfLB,xCbnfEzIQgdfWPnk,wkPNcKPRPzWvYBga,DIRECT,8.4059085,110880.0,67.5,567.39882375,28117.25878189117,28684.657605641172
BfwKOlSiidLFySRr,OhbVrpoiVgRVIfLB,rEdEmdGgsfrloCwC,wkPNcKPRPzWvYBga,DIRECT,11.015848,110880.0,67.5,743.56974,28117.25878189117,28860.82852189117
TlklqLlSrqYqbTVz,cbfnoGMbJmTPSIAo,qJfobctRpyjxPzKh,wkPNcKPRPzWvYBga,DIRECT,1.7635714,90610.0,75.0,132.267855,24705.26171470625,24837.529569706247
TlklqLlSrqYqbTVz,cbfnoGMbJmTPSIAo,QvpVPUMRpavJYfIF,wkPNcKPRPzWvYBga,DIRECT,7.3712417,90610.0,75.0,552.8431274999999,24705.26171470625,25258.10484220625
TlklqLlSrqYqbTVz,cbfnoGMbJmTPSIAo,SyksarByfbecBRSe,wkPNcKPRPzWvYBga,DIRECT,4.2526395,90610.0,75.0,318.9479625,24705.26171470625,25024.209677206247
TlklqLlSrqYqbTVz,cbfnoGMbJmTPSIAo,KwVGeYyfHNmTjKSI,wkPNcKPRPzWvYBga,DIRECT,7.0877324,90610.0,75.0,531.57993,24705.26171470625,25236.84164470625
TlklqLlSrqYqbTVz,cbfnoGMbJmTPSIAo,BumByXhtwbQeJeJE,wkPNcKPRPzWvYBga,DIRECT,1.7635714,90610.0,75.0,132.267855,24705.26171470625,24837.529569706247
TlklqLlSrqYqbTVz,cbfnoGMbJmTPSIAo,JxdoDtWTmyPelves,wkPNcKPRPzWvYBga,DIRECT,0.80740629,90610.0,75.0,60.555471749999995,24705.26171470625,24765.81718645625
TlklqLlSrqYqbTVz,cbfnoGMbJmTPSIAo,fZsPpOuhTPNPtSTh,wkPNcKPRPzWvYBga,DIRECT,15.593011,90610.0,75.0,1169.475825,24705.26171470625,25874.73753970625
TlklqLlSrqYqbTVz,CLrZaWZkSBvrjnWv,fMImIRydzKzSltNJ,wkPNcKPRPzWvYBga,DIRECT,0.014400134,21781.25,144.0,2.073619296,24705.26171470625,24707.335334002248
TlklqLlSrqYqbTVz,CLrZaWZkSBvrjnWv,nJSPWbqdZsXrgyez,wkPNcKPRPzWvYBga,DIRECT,0.0021600202,21781.25,144.0,0.3110429088,24705.26171470625,24705.57275761505
EPVKkMaSqTBVKVNI,XXdocZuzrenKTunP,bsrVWvXwqkJpxOGI,wkPNcKPRPzWvYBga,DIRECT,0.2420306,39270.0,60.0,14.521836,35049.4093264735,35063.9311624735
EPVKkMaSqTBVKVNI,XXdocZuzrenKTunP,dIbXTDxYToKoQTUL,wkPNcKPRPzWvYBga,DIRECT,0.4840612,39270.0,60.0,29.043672,35049.4093264735,35078.4529984735
BfwKOlSiidLFySRr,OhbVrpoiVgRVIfLB,STgIRweMMAGnSkEV,wkPNcKPRPzWvYBga,DIRECT,3.8131781,110880.0,67.5,257.38952175000003,28117.25878189117,28374.64830364117
EPVKkMaSqTBVKVNI,gfygwwMqZcUDIhyf,yksBWxjeOQYijwzj,wkPNcKPRPzWvYBga,DIRECT,0.93304233,20400.0,144.0,134.35809552,35049.4093264735,35183.7674219935
BfwKOlSiidLFySRr,OhbVrpoiVgRVIfLB,pSPLHiHIpyYDacLD,wkPNcKPRPzWvYBga,DIRECT,1.4009847,110880.0,67.5,94.56646725,28117.25878189117,28211.82524914117
mvoHTtCmjqjdSwDd,MeyyMDHqJaRUhRIW,PVjXJdoewgOkkVBu,wkPNcKPRPzWvYBga,DIRECT,1.3289238,85000.0,60.0,79.73542800000001,64564.55063076696,64644.28605876696
mvoHTtCmjqjdSwDd,MeyyMDHqJaRUhRIW,PYHfSYCDlLPPlwDH,wkPNcKPRPzWvYBga,DIRECT,0.94291205,85000.0,60.0,56.574723,64564.55063076696,64621.125353766955
EPVKkMaSqTBVKVNI,gfygwwMqZcUDIhyf,TdcLKfeMOUDhuGbG,wkPNcKPRPzWvYBga,DIRECT,0.20881093,20400.0,144.0,30.06877392,35049.4093264735,35079.4781003935
TlklqLlSrqYqbTVz,CLrZaWZkSBvrjnWv,WKeEJmwUAmPyrcOO,wkPNcKPRPzWvYBga,DIRECT,0.0072000672,21781.25,144.0,1.0368096768,24705.26171470625,24706.298524383048
TlklqLlSrqYqbTVz,CLrZaWZkSBvrjnWv,GeuNDIbaUDPJyhBM,wkPNcKPRPzWvYBga,DIRECT,0.0072000672,21781.25,144.0,1.0368096768,24705.26171470625,24706.298524383048
EPVKkMaSqTBVKVNI,gfygwwMqZcUDIhyf,hEAxGGfHYGZpZDyb,wkPNcKPRPzWvYBga,DIRECT,0.22890642,20400.0,144.0,32.96252448,35049.4093264735,35082.371850953496
mvoHTtCmjqjdSwDd,MeyyMDHqJaRUhRIW,rsFmksvChKvxrKWB,wkPNcKPRPzWvYBga,DIRECT,0.47145603,85000.0,60.0,28.287361800000003,64564.55063076696,64592.83799256696
mvoHTtCmjqjdSwDd,MeyyMDHqJaRUhRIW,IqEkDRzcqeUlIfEF,wkPNcKPRPzWvYBga,DIRECT,0.70718404,85000.0,60.0,42.4310424,64564.55063076696,64606.981673166956
EPVKkMaSqTBVKVNI,XXdocZuzrenKTunP,rjpNOMEOCzSEumiN,wkPNcKPRPzWvYBga,DIRECT,0.4840612,39270.0,60.0,29.043672,35049.4093264735,35078.4529984735
TlklqLlSrqYqbTVz,OhbVrpoiVgRVIfLB,yqEqKBvKhpgfaeXx,BArhRHDFxHWcUodr,QkwvjXHVEulRHFGE,19.791995,178640.0,67.5,1335.9596625,13636.657812331621,14972.61747483162
TlklqLlSrqYqbTVz,OhbVrpoiVgRVIfLB,ikUeOHfwWLwIIekm,BArhRHDFxHWcUodr,QkwvjXHVEulRHFGE,305.41135,178640.0,67.5,20615.266125000002,13636.657812331621,34251.92393733162
TlklqLlSrqYqbTVz,OhbVrpoiVgRVIfLB,BZUJHAycGQJlojpx,BArhRHDFxHWcUodr,QkwvjXHVEulRHFGE,357.60287,178640.0,67.5,24138.193725,13636.657812331621,37774.85153733162
TlklqLlSrqYqbTVz,OhbVrpoiVgRVIfLB,gepQLvTkluUqKRYs,BArhRHDFxHWcUodr,QkwvjXHVEulRHFGE,196.33587,178640.0,67.5,13252.671225,13636.657812331621,26889.32903733162
TlklqLlSrqYqbTVz,OhbVrpoiVgRVIfLB,xCbnfEzIQgdfWPnk,BArhRHDFxHWcUodr,QkwvjXHVEulRHFGE,130.89058,178640.0,67.5,8835.11415,13636.657812331621,22471.771962331622
TlklqLlSrqYqbTVz,OhbVrpoiVgRVIfLB,rEdEmdGgsfrloCwC,BArhRHDFxHWcUodr,QkwvjXHVEulRHFGE,171.53062,178640.0,67.5,11578.31685,13636.657812331621,25214.97466233162
TlklqLlSrqYqbTVz,cbfnoGMbJmTPSIAo,qJfobctRpyjxPzKh,BArhRHDFxHWcUodr,QkwvjXHVEulRHFGE,27.461027,90610.0,75.0,2059.577025,13636.657812331621,15696.234837331622
TlklqLlSrqYqbTVz,cbfnoGMbJmTPSIAo,QvpVPUMRpavJYfIF,BArhRHDFxHWcUodr,QkwvjXHVEulRHFGE,114.77952,90610.0,75.0,8608.464,13636.657812331621,22245.12181233162
TlklqLlSrqYqbTVz,cbfnoGMbJmTPSIAo,SyksarByfbecBRSe,BArhRHDFxHWcUodr,QkwvjXHVEulRHFGE,66.218951,90610.0,75.0,4966.421325,13636.657812331621,18603.07913733162
TlklqLlSrqYqbTVz,cbfnoGMbJmTPSIAo,KwVGeYyfHNmTjKSI,BArhRHDFxHWcUodr,QkwvjXHVEulRHFGE,110.36492,90610.0,75.0,8277.369,13636.657812331621,21914.02681233162
TlklqLlSrqYqbTVz,cbfnoGMbJmTPSIAo,BumByXhtwbQeJeJE,BArhRHDFxHWcUodr,QkwvjXHVEulRHFGE,27.461027,90610.0,75.0,2059.577025,13636.657812331621,15696.234837331622
TlklqLlSrqYqbTVz,cbfnoGMbJmTPSIAo,JxdoDtWTmyPelves,BArhRHDFxHWcUodr,QkwvjXHVEulRHFGE,12.572333,90610.0,75.0,942.924975,13636.657812331621,14579.582787331621
TlklqLlSrqYqbTVz,cbfnoGMbJmTPSIAo,fZsPpOuhTPNPtSTh,BArhRHDFxHWcUodr,QkwvjXHVEulRHFGE,242.80282,90610.0,75.0,18210.2115,13636.657812331621,31846.869312331622
TlklqLlSrqYqbTVz,CLrZaWZkSBvrjnWv,fMImIRydzKzSltNJ,BArhRHDFxHWcUodr,QkwvjXHVEulRHFGE,0.22422823,21781.25,144.0,32.28886512,13636.657812331621,13668.94667745162
TlklqLlSrqYqbTVz,CLrZaWZkSBvrjnWv,nJSPWbqdZsXrgyez,BArhRHDFxHWcUodr,QkwvjXHVEulRHFGE,0.033634234,21781.25,144.0,4.843329696,13636.657812331621,13641.50114202762
UbSpHthdgRKwZLMO,XXdocZuzrenKTunP,bsrVWvXwqkJpxOGI,BArhRHDFxHWcUodr,rEmjyqmwotFfZVpE,3.7687212,27625.0,60.0,226.123272,21355.431344711193,21581.554616711193
UbSpHthdgRKwZLMO,XXdocZuzrenKTunP,dIbXTDxYToKoQTUL,BArhRHDFxHWcUodr,rEmjyqmwotFfZVpE,7.5374424,27625.0,60.0,452.246544,21355.431344711193,21807.677888711194
TlklqLlSrqYqbTVz,OhbVrpoiVgRVIfLB,STgIRweMMAGnSkEV,BArhRHDFxHWcUodr,QkwvjXHVEulRHFGE,59.375985,178640.0,67.5,4007.8789875,13636.657812331621,17644.53679983162
dMbrvOGfzQElMfMp,gfygwwMqZcUDIhyf,yksBWxjeOQYijwzj,BArhRHDFxHWcUodr,iFORwLZAcisxdoOG,14.528644,10200.0,144.0,2092.1247359999998,25620.11158475682,27712.23632075682
IyeJmVJkwZvSLhso,gyrDOxkxwnQrSRPe,kyLuesPOpAMkcdLg,BArhRHDFxHWcUodr,QkwvjXHVEulRHFGE,1.3204693,8870.4,67.5,89.13167775000001,9837.971449826866,9927.103127576866
IyeJmVJkwZvSLhso,gyrDOxkxwnQrSRPe,rJKzFJZiBoFyMiqz,BArhRHDFxHWcUodr,QkwvjXHVEulRHFGE,1.1850367,8870.4,67.5,79.98997725,9837.971449826866,9917.961427076865
IyeJmVJkwZvSLhso,gyrDOxkxwnQrSRPe,aAWdpvAOYkDayebQ,BArhRHDFxHWcUodr,QkwvjXHVEulRHFGE,2.7876593,8870.4,67.5,188.16700275,9837.971449826866,10026.138452576866
IyeJmVJkwZvSLhso,gyrDOxkxwnQrSRPe,gDEVqaJNJHtEKCxQ,BArhRHDFxHWcUodr,QkwvjXHVEulRHFGE,2.8328017,8870.4,67.5,191.21411475,9837.971449826866,10029.185564576866
TlklqLlSrqYqbTVz,OhbVrpoiVgRVIfLB,pSPLHiHIpyYDacLD,BArhRHDFxHWcUodr,QkwvjXHVEulRHFGE,21.815097,178640.0,67.5,1472.5190475000002,13636.657812331621,15109.176859831621
mvoHTtCmjqjdSwDd,MeyyMDHqJaRUhRIW,PVjXJdoewgOkkVBu,BArhRHDFxHWcUodr,rEmjyqmwotFfZVpE,20.693018,85000.0,60.0,1241.58108,27812.48316091787,29054.06424091787
mvoHTtCmjqjdSwDd,MeyyMDHqJaRUhRIW,PYHfSYCDlLPPlwDH,BArhRHDFxHWcUodr,rEmjyqmwotFfZVpE,14.682328,85000.0,60.0,880.93968,27812.48316091787,28693.42284091787
dMbrvOGfzQElMfMp,gfygwwMqZcUDIhyf,TdcLKfeMOUDhuGbG,BArhRHDFxHWcUodr,iFORwLZAcisxdoOG,3.2514492,10200.0,144.0,468.2086848,25620.11158475682,26088.32026955682
TlklqLlSrqYqbTVz,CLrZaWZkSBvrjnWv,WKeEJmwUAmPyrcOO,BArhRHDFxHWcUodr,QkwvjXHVEulRHFGE,0.11211411,21781.25,144.0,16.14443184,13636.657812331621,13652.802244171622
TlklqLlSrqYqbTVz,CLrZaWZkSBvrjnWv,GeuNDIbaUDPJyhBM,BArhRHDFxHWcUodr,QkwvjXHVEulRHFGE,0.11211411,21781.25,144.0,16.14443184,13636.657812331621,13652.802244171622
dMbrvOGfzQElMfMp,gfygwwMqZcUDIhyf,hEAxGGfHYGZpZDyb,BArhRHDFxHWcUodr,iFORwLZAcisxdoOG,3.5643612,10200.0,144.0,513.2680128,25620.11158475682,26133.37959755682
mvoHTtCmjqjdSwDd,MeyyMDHqJaRUhRIW,rsFmksvChKvxrKWB,BArhRHDFxHWcUodr,rEmjyqmwotFfZVpE,7.341164,85000.0,60.0,440.46984,27812.48316091787,28252.95300091787
mvoHTtCmjqjdSwDd,MeyyMDHqJaRUhRIW,IqEkDRzcqeUlIfEF,BArhRHDFxHWcUodr,rEmjyqmwotFfZVpE,11.011746,85000.0,60.0,660.7047600000001,27812.48316091787,28473.18792091787
UbSpHthdgRKwZLMO,XXdocZuzrenKTunP,rjpNOMEOCzSEumiN,BArhRHDFxHWcUodr,rEmjyqmwotFfZVpE,7.5374424,27625.0,60.0,452.246544,21355.431344711193,21807.677888711194
TlklqLlSrqYqbTVz,OhbVrpoiVgRVIfLB,yqEqKBvKhpgfaeXx,qWLWYhUkxAQvjpYE,QkwvjXHVEulRHFGE,178.21844,178640.0,67.5,12029.7447,13660.519556572446,25690.264256572445
TlklqLlSrqYqbTVz,OhbVrpoiVgRVIfLB,ikUeOHfwWLwIIekm,qWLWYhUkxAQvjpYE,QkwvjXHVEulRHFGE,317.60766,178640.0,67.5,21438.517050000002,13660.519556572446,35099.03660657245
